role_category_1,network_receiver_role_category,defender_role_category,raw_responsibility,n_passes,value,valued_responsibility,competition_name
LCB-4,RDM,LWB,0.0504690461875324,21,-0.003703909047619,-0.0001869327567987,FIFA Men's World Cup
LCB-4,RDM,LZM,0.1461076019299523,65,9.56483076922846e-05,1.3974944865577911e-05,FIFA Men's World Cup
LCB-4,RDM,RB,0.0104001326125206,77,0.001483041038961,1.5423823475004885e-05,FIFA Men's World Cup
LCB-4,RDM,RCB-3,0.0,21,-0.003703909047619,-0.0,FIFA Men's World Cup
LCB-4,RDM,RCB-4,0.001009029290196,77,0.001483041038961,1.4964318468744974e-06,FIFA Men's World Cup
LCB-4,RDM,RDM,0.0508700832069919,33,0.0009149978787878,4.654601822815932e-05,FIFA Men's World Cup
LCB-4,RDM,RS,0.3760481252594497,38,-0.0023823515789473,-0.000895878844972,FIFA Men's World Cup
LCB-4,RDM,RW,0.0833738247007179,74,0.0015476609459459,0.0001290344124034,FIFA Men's World Cup
LCB-4,RDM,RWB,0.0335026333460306,21,-0.003703909047619,-0.0001240907067694,FIFA Men's World Cup
LCB-4,RDM,RZM,0.1187052242534482,65,9.56483076922846e-05,1.1353953814075458e-05,FIFA Men's World Cup
LCB-4,RDM,ST,0.4092129112010683,60,0.0021156904999999,0.0008657678687054,FIFA Men's World Cup
LCB-4,RDM,ZDM,0.0528403000812005,65,9.56483076922846e-05,5.054085280719319e-06,FIFA Men's World Cup
LCB-4,RDM,ZOM,0.3125635003609766,22,0.0019216681818181,0.0006006433334413,FIFA Men's World Cup
LCB-4,RS,CB-3,0.1,10,0.001717625,0.0001717625,FIFA Men's World Cup
LCB-4,RS,GK,0.0,30,0.0015679509999999,0.0,FIFA Men's World Cup
LCB-4,RS,LB,0.081084431442441,20,0.0014931139999999,0.0001210682997687,FIFA Men's World Cup
LCB-4,RS,LCB-3,0.2806751097156238,10,0.001717625,0.0004820945853252,FIFA Men's World Cup
LCB-4,RS,LCB-4,0.2474194080974342,20,0.0014931139999999,0.0003694253821019,FIFA Men's World Cup
LCB-4,RS,LDM,0.3214920634889477,11,-0.0088585327272727,-0.0028479479659752,FIFA Men's World Cup
LCB-4,RS,LS,0.1340979554487567,13,0.000958153076923,0.0001284863686223,FIFA Men's World Cup
LCB-4,RS,LW,0.1289491213699259,20,0.0006332259999999,8.165393632859208e-05,FIFA Men's World Cup
LCB-4,RS,LWB,0.1360035432896988,10,0.001717625,0.0002336030860429,FIFA Men's World Cup
LCB-4,RS,LZM,0.1767461531754929,19,0.0076043363157894,0.0013440371912684,FIFA Men's World Cup
LCB-4,RS,RB,0.1282697507511117,20,0.0014931139999999,0.0001915213606229,FIFA Men's World Cup
LCB-4,RS,RCB-3,0.0,10,0.001717625,0.0,FIFA Men's World Cup
LCB-4,RS,RCB-4,0.0963103696888154,20,0.0014931139999999,0.0001438023613275,FIFA Men's World Cup
LCB-4,RS,RDM,0.2657679205057711,11,-0.0088585327272727,-0.0023543138216595,FIFA Men's World Cup
LCB-4,RS,RS,0.081942908831432,13,0.000958153076923,7.851385022886318e-05,FIFA Men's World Cup
LCB-4,RS,RW,0.1374078925466431,20,0.0006332259999999,8.701025016573995e-05,FIFA Men's World Cup
LCB-4,RS,RWB,0.0,10,0.001717625,0.0,FIFA Men's World Cup
LCB-4,RS,RZM,0.3665325567716421,19,0.0076043363157894,0.0027872368323777,FIFA Men's World Cup
LCB-4,RS,ST,0.3214802301580692,17,0.0020342670588235,0.0006539766422735,FIFA Men's World Cup
LCB-4,RS,ZDM,0.2991014038310637,19,0.0076043363157894,0.0022744676672561,FIFA Men's World Cup
LCB-4,RS,ZOM,0.192023765547083,8,-0.00729101,-0.0014000471948414,FIFA Men's World Cup
LCB-4,RW,CB-3,0.0,10,0.0059739459999999,0.0,FIFA Men's World Cup
LCB-4,RW,GK,0.0,72,0.0012904444444444,0.0,FIFA Men's World Cup
LCB-4,RW,LB,0.3671979849843401,61,0.0006991804918032,0.0002567376677305,FIFA Men's World Cup
LCB-4,RW,LCB-3,0.3,10,0.0059739459999999,0.0017921837999999,FIFA Men's World Cup
LCB-4,RW,LCB-4,0.0911616253753094,61,0.0006991804918032,6.373843006349363e-05,FIFA Men's World Cup
LCB-4,RW,LDM,0.2496245305117772,36,0.002182251111111,0.0005447434090699,FIFA Men's World Cup
LCB-4,RW,LS,0.3467481651905022,24,0.0004337195833333,0.000150391469728,FIFA Men's World Cup
LCB-4,RW,LW,0.2329967426801053,59,0.002087260338983,0.0004863248601084,FIFA Men's World Cup
LCB-4,RW,LWB,0.251010425793105,10,0.0059739459999999,0.001499522729125,FIFA Men's World Cup
LCB-4,RW,LZM,0.169800078022997,35,0.0006808122857142,0.0001156019792332,FIFA Men's World Cup
LCB-4,RW,RB,0.0124081656496377,61,0.0006991804918032,8.675547361290063e-06,FIFA Men's World Cup
LCB-4,RW,RCB-3,0.0,10,0.0059739459999999,0.0,FIFA Men's World Cup
LCB-4,RW,RCB-4,0.0601064584034449,61,0.0006991804918032,4.202526314707295e-05,FIFA Men's World Cup
LCB-4,RW,RDM,0.09832063449393,36,0.002182251111111,0.0002145603138695,FIFA Men's World Cup
LCB-4,RW,RS,0.326772303532598,24,0.0004337195833333,0.000141727547333,FIFA Men's World Cup
LCB-4,RW,RW,0.0946370325641283,59,0.002087260338983,0.0001975321246701,FIFA Men's World Cup
LCB-4,RW,RWB,0.0008050606129526,10,0.0059739459999999,4.809388628505718e-06,FIFA Men's World Cup
LCB-4,RW,RZM,0.0525944706062249,35,0.0006808122857142,3.5806961749355755e-05,FIFA Men's World Cup
LCB-4,RW,ST,0.2591388006135027,47,0.0019570255319148,0.0005071412491104,FIFA Men's World Cup
LCB-4,RW,ZDM,0.070509158758939,35,0.0006808122857142,4.8003501538463295e-05,FIFA Men's World Cup
LCB-4,RW,ZOM,0.2378019128702879,25,-0.00094512,-0.0002247513438919,FIFA Men's World Cup
LCB-4,RZM,CB-3,0.0417446617779374,22,0.0020396195454545,8.514322808067003e-05,FIFA Men's World Cup
LCB-4,RZM,GK,0.0,84,0.0014455789285714,0.0,FIFA Men's World Cup
LCB-4,RZM,LB,0.0606332065842036,62,0.0012347903225806,7.486929671720628e-05,FIFA Men's World Cup
LCB-4,RZM,LCB-3,0.1097369240119559,22,0.0020396195454545,0.0002238215750728,FIFA Men's World Cup
LCB-4,RZM,LCB-4,0.0655062198889106,62,0.0012347903225806,8.08864463876651e-05,FIFA Men's World Cup
LCB-4,RZM,LDM,0.1864052655187202,32,0.0006330378124999,0.0001180015815224,FIFA Men's World Cup
LCB-4,RZM,LS,0.2607177089569384,37,0.0019065189189188,0.0004970632446235,FIFA Men's World Cup
LCB-4,RZM,LW,0.0879001040204889,60,0.0005609438333333,4.930702129965004e-05,FIFA Men's World Cup
LCB-4,RZM,LWB,0.2021770894667695,22,0.0020396195454545,0.0004123643433195,FIFA Men's World Cup
LCB-4,RZM,LZM,0.173236071426104,52,0.0019456042307692,0.0003370488334884,FIFA Men's World Cup
LCB-4,RZM,RB,0.0120609319376382,62,0.0012347903225806,1.489272203789922e-05,FIFA Men's World Cup
LCB-4,RZM,RCB-3,0.0359550793973451,22,0.0020396195454545,7.333468269719471e-05,FIFA Men's World Cup
LCB-4,RZM,RCB-4,0.0034790220492862,62,0.0012347903225806,4.295862758503261e-06,FIFA Men's World Cup
LCB-4,RZM,RDM,0.0553883932573801,32,0.0006330378124999,3.506294730554062e-05,FIFA Men's World Cup
LCB-4,RZM,RS,0.241843328463029,37,0.0019065189189188,0.000461078881129,FIFA Men's World Cup
LCB-4,RZM,RW,0.1438125328378978,60,0.0005609438333333,8.067075345146344e-05,FIFA Men's World Cup
LCB-4,RZM,RWB,0.0341948246705543,22,0.0020396195454545,6.97444327514534e-05,FIFA Men's World Cup
LCB-4,RZM,RZM,0.1568034294915682,52,0.0019456042307692,0.0003050774158179,FIFA Men's World Cup
LCB-4,RZM,ST,0.2913004358687664,47,0.0010827112765957,0.0003153942667923,FIFA Men's World Cup
LCB-4,RZM,ZDM,0.1213209192176993,52,0.0019456042307692,0.0002360424937107,FIFA Men's World Cup
LCB-4,RZM,ZOM,0.1329658199514278,21,0.003828018095238,0.0005089955648222,FIFA Men's World Cup
LCB-4,ST,CB-3,0.3183133247597209,18,0.0037120094444444,0.0011815820678005,FIFA Men's World Cup
LCB-4,ST,GK,0.0294117647058823,102,0.0020577572549019,6.052227220299849e-05,FIFA Men's World Cup
LCB-4,ST,LB,0.0232093855418192,84,0.0017032746428571,3.9531957869675753e-05,FIFA Men's World Cup
LCB-4,ST,LCB-3,0.1484696157572821,18,0.0037120094444444,0.000551120615904,FIFA Men's World Cup
LCB-4,ST,LCB-4,0.2246746696782534,84,0.0017032746428571,0.0003826826677552,FIFA Men's World Cup
LCB-4,ST,LDM,0.2276430208080423,40,-0.00056801325,-0.0001293042520889,FIFA Men's World Cup
LCB-4,ST,LS,0.0739520331509227,42,0.0006024388095237,4.455157481330632e-05,FIFA Men's World Cup
LCB-4,ST,LW,0.0218825563893723,79,0.0017270227848101,3.779167347433832e-05,FIFA Men's World Cup
LCB-4,ST,LWB,0.0143264924713069,18,0.0037120094444444,5.318007535925313e-05,FIFA Men's World Cup
LCB-4,ST,LZM,0.1355673502553266,62,0.0037518027419354,0.0005086219564048,FIFA Men's World Cup
LCB-4,ST,RB,0.093801563799428,84,0.0017032746428571,0.0001597698250799,FIFA Men's World Cup
LCB-4,ST,RCB-3,0.209131948593235,18,0.0037120094444444,0.0007762997683131,FIFA Men's World Cup
LCB-4,ST,RCB-4,0.3538622543994307,84,0.0017032746428571,0.0006027246049828,FIFA Men's World Cup
LCB-4,ST,RDM,0.1769496576973621,40,-0.00056801325,-0.000100509750155,FIFA Men's World Cup
LCB-4,ST,RS,0.1488834445615606,42,0.0006024388095237,8.969316509946888e-05,FIFA Men's World Cup
LCB-4,ST,RW,0.1778787927164647,79,0.0017270227848101,0.0003072007279558,FIFA Men's World Cup
LCB-4,ST,RWB,0.1633605478362973,18,0.0037120094444444,0.0006063958964179,FIFA Men's World Cup
LCB-4,ST,RZM,0.2881167200277984,62,0.0037518027419354,0.0010809571001977,FIFA Men's World Cup
LCB-4,ST,ST,0.1725513602969142,60,0.0030764801666666,0.0005308508376848,FIFA Men's World Cup
LCB-4,ST,ZDM,0.3411415405265111,62,0.0037518027419354,0.0012798957671354,FIFA Men's World Cup
LCB-4,ST,ZOM,0.1534232670509389,26,0.0012336057692307,0.0001892638273682,FIFA Men's World Cup
LCB-4,ZDM,CB-3,0.0226413439696242,43,0.0013916902325581,3.150973725451489e-05,FIFA Men's World Cup
LCB-4,ZDM,GK,0.0,175,0.0023601366285714,0.0,FIFA Men's World Cup
LCB-4,ZDM,LB,0.0151515151515151,132,0.0026756153787878,4.053962695133108e-05,FIFA Men's World Cup
LCB-4,ZDM,LCB-3,0.0,43,0.0013916902325581,0.0,FIFA Men's World Cup
LCB-4,ZDM,LCB-4,0.0090939441525299,132,0.0026756153787878,2.433189682834688e-05,FIFA Men's World Cup
LCB-4,ZDM,LDM,0.0478535250371767,66,0.0026311139393939,0.0001259080767744,FIFA Men's World Cup
LCB-4,ZDM,LS,0.1947250901960711,75,0.0015900467999999,0.0003096220065459,FIFA Men's World Cup
LCB-4,ZDM,LW,0.0419010257186142,131,0.0028695478625953,0.0001202369987914,FIFA Men's World Cup
LCB-4,ZDM,LWB,0.0,43,0.0013916902325581,0.0,FIFA Men's World Cup
LCB-4,ZDM,LZM,0.0979013488729572,109,0.0021960586238531,0.0002149971014793,FIFA Men's World Cup
LCB-4,ZDM,RB,0.00394750525284,132,0.0026756153787878,1.0562005762344796e-05,FIFA Men's World Cup
LCB-4,ZDM,RCB-3,0.0,43,0.0013916902325581,0.0,FIFA Men's World Cup
LCB-4,ZDM,RCB-4,0.0006224836113139,132,0.0026756153787878,1.6655267234749706e-06,FIFA Men's World Cup
LCB-4,ZDM,RDM,0.0942334717869975,66,0.0026311139393939,0.0002479390011762,FIFA Men's World Cup
LCB-4,ZDM,RS,0.3036318139729664,75,0.0015900467999999,0.0004827887941859,FIFA Men's World Cup
LCB-4,ZDM,RW,0.0796854199117986,131,0.0028695478625953,0.0002286611263879,FIFA Men's World Cup
LCB-4,ZDM,RWB,0.0037193109751947,43,0.0013916902325581,5.176128756024735e-06,FIFA Men's World Cup
LCB-4,ZDM,RZM,0.0927427794639509,109,0.0021960586238531,0.0002036685806419,FIFA Men's World Cup
LCB-4,ZDM,ST,0.3252414334096273,100,0.0029377039999999,0.0009554630598931,FIFA Men's World Cup
LCB-4,ZDM,ZDM,0.0587118377385544,109,0.0021960586238531,0.000128934637588,FIFA Men's World Cup
LCB-4,ZDM,ZOM,0.292349572281154,36,0.0019106558333333,0.0005585794156514,FIFA Men's World Cup
LCB-4,ZOM,CB-3,0.1503480219427261,20,-0.0001522165,-2.2885449682047985e-05,FIFA Men's World Cup
LCB-4,ZOM,GK,0.0192307692307692,52,0.0010016782692307,1.926304363905296e-05,FIFA Men's World Cup
LCB-4,ZOM,LB,0.0326620597932556,32,0.0017228624999999,5.627223799055752e-05,FIFA Men's World Cup
LCB-4,ZOM,LCB-3,0.0669980057420767,20,-0.0001522165,-1.0198201941040165e-05,FIFA Men's World Cup
LCB-4,ZOM,LCB-4,0.0211877521796447,32,0.0017228624999999,3.650358368960298e-05,FIFA Men's World Cup
LCB-4,ZOM,LDM,0.2158109551598631,17,0.0035750647058823,0.0007715381289347,FIFA Men's World Cup
LCB-4,ZOM,LS,0.1402909695798588,27,0.0009114499999999,0.0001278682042235,FIFA Men's World Cup
LCB-4,ZOM,LW,0.0176492328440591,28,0.0023549303571428,4.156271420475743e-05,FIFA Men's World Cup
LCB-4,ZOM,LWB,0.0103831096449024,20,-0.0001522165,-1.5804806092634997e-06,FIFA Men's World Cup
LCB-4,ZOM,LZM,0.1401825657373442,35,-0.0002482522857143,-3.480064236159122e-05,FIFA Men's World Cup
LCB-4,ZOM,RB,0.1441835305439117,32,0.0017228624999999,0.0002484083978917,FIFA Men's World Cup
LCB-4,ZOM,RCB-3,0.05,20,-0.0001522165,-7.610825000001e-06,FIFA Men's World Cup
LCB-4,ZOM,RCB-4,0.1336536635978417,32,0.0017228624999999,0.0002302668850003,FIFA Men's World Cup
LCB-4,ZOM,RDM,0.2475668253724664,17,0.0035750647058823,0.0008850674197364,FIFA Men's World Cup
LCB-4,ZOM,RS,0.2413196317105188,27,0.0009114499999999,0.0002199507783225,FIFA Men's World Cup
LCB-4,ZOM,RW,0.1731338308552058,28,0.0023549303571428,0.0004077181141293,FIFA Men's World Cup
LCB-4,ZOM,RWB,0.0337028601859144,20,-0.0001522165,-5.130131417489914e-06,FIFA Men's World Cup
LCB-4,ZOM,RZM,0.2633938498190888,35,-0.0002482522857143,-6.538812526067862e-05,FIFA Men's World Cup
LCB-4,ZOM,ST,0.1913682594683254,25,0.0010991247999999,0.0002103375999144,FIFA Men's World Cup
LCB-4,ZOM,ZDM,0.209101048713781,35,-0.0002482522857143,-5.190981328845394e-05,FIFA Men's World Cup
LCB-4,ZOM,ZOM,0.1179077361144531,18,0.0006394288888888,7.539361269506713e-05,FIFA Men's World Cup
LDM,CB-3,CB-3,0.0,20,-0.0054393979999999,-0.0,FIFA Men's World Cup
LDM,CB-3,GK,0.0033298850123595,48,-0.0061719985416666,-2.055204544020073e-05,FIFA Men's World Cup
LDM,CB-3,LB,0.018692395171427,28,-0.0066952846428571,-0.0001251509063294,FIFA Men's World Cup
LDM,CB-3,LCB-3,0.0,20,-0.0054393979999999,-0.0,FIFA Men's World Cup
LDM,CB-3,LCB-4,0.0,28,-0.0066952846428571,-0.0,FIFA Men's World Cup
LDM,CB-3,LDM,0.0418860396468245,16,-0.0063994681249999,-0.0002680483756023,FIFA Men's World Cup
LDM,CB-3,LS,0.1401467781137194,28,-0.0060489864285714,-0.0008477459588178,FIFA Men's World Cup
LDM,CB-3,LW,0.0212925654828533,23,-0.007190796521739,-0.000153110505813,FIFA Men's World Cup
LDM,CB-3,LWB,0.0,20,-0.0054393979999999,-0.0,FIFA Men's World Cup
LDM,CB-3,LZM,0.0459781159639622,32,-0.0060582637499999,-0.0002785475532377,FIFA Men's World Cup
LDM,CB-3,RB,0.0,28,-0.0066952846428571,-0.0,FIFA Men's World Cup
LDM,CB-3,RCB-3,0.0324127595422859,20,-0.0054393979999999,-0.0001763058994287,FIFA Men's World Cup
LDM,CB-3,RCB-4,0.0,28,-0.0066952846428571,-0.0,FIFA Men's World Cup
LDM,CB-3,RDM,0.070133517397124,16,-0.0063994681249999,-0.000448817209077,FIFA Men's World Cup
LDM,CB-3,RS,0.2274976003436302,28,-0.0060489864285714,-0.0013761298970111,FIFA Men's World Cup
LDM,CB-3,RW,0.0894129031027877,23,-0.007190796521739,-0.0006429499926301,FIFA Men's World Cup
LDM,CB-3,RWB,0.0173515880937525,20,-0.0054393979999999,-9.438219357398088e-05,FIFA Men's World Cup
LDM,CB-3,RZM,0.2056660450438814,32,-0.0060582637499999,-0.0012459791452952,FIFA Men's World Cup
LDM,CB-3,ST,0.3715013963100618,20,-0.0063442154999999,-0.0023568849167419,FIFA Men's World Cup
LDM,CB-3,ZDM,0.0754970680172484,32,-0.0060582637499999,-0.0004573811504001,FIFA Men's World Cup
LDM,CB-3,ZOM,0.2340619657793968,18,-0.0047759516666666,-0.0011178686355673,FIFA Men's World Cup
LDM,GK,CB-3,0.0,11,-0.0030966818181818,-0.0,FIFA Men's World Cup
LDM,GK,GK,0.0,26,-0.0037715765384615,-0.0,FIFA Men's World Cup
LDM,GK,LB,0.0,15,-0.0042664993333333,-0.0,FIFA Men's World Cup
LDM,GK,LCB-3,0.0,11,-0.0030966818181818,-0.0,FIFA Men's World Cup
LDM,GK,LCB-4,0.0143725679981213,15,-0.0042664993333333,-6.132055178227233e-05,FIFA Men's World Cup
LDM,GK,LDM,0.113833473649636,10,-0.001631552,-0.0001857252316,FIFA Men's World Cup
LDM,GK,LS,0.0282509702650384,11,-0.0045511381818181,-0.0001285740694466,FIFA Men's World Cup
LDM,GK,LW,0.0672758258385941,17,-0.0027986647058823,-0.0001882824793335,FIFA Men's World Cup
LDM,GK,LWB,0.0011778388098039,11,-0.0030966818181818,-3.647392027068897e-06,FIFA Men's World Cup
LDM,GK,LZM,0.0886849521195057,16,-0.0051090918749999,-0.0004530995683085,FIFA Men's World Cup
LDM,GK,RB,0.0939938964956067,15,-0.0042664993333333,-0.0004010248967359,FIFA Men's World Cup
LDM,GK,RCB-3,0.0269045837072636,11,-0.0030966818181818,-8.331493519203382e-05,FIFA Men's World Cup
LDM,GK,RCB-4,0.0,15,-0.0042664993333333,-0.0,FIFA Men's World Cup
LDM,GK,RDM,0.1480485684752729,10,-0.001631552,-0.0002415489379929,FIFA Men's World Cup
LDM,GK,RS,0.4507653222754317,11,-0.0045511381818181,-0.0020514952692472,FIFA Men's World Cup
LDM,GK,RW,0.0992612833937745,17,-0.0027986647058823,-0.0002777990504947,FIFA Men's World Cup
LDM,GK,RWB,0.0,11,-0.0030966818181818,-0.0,FIFA Men's World Cup
LDM,GK,RZM,0.2738015890982261,16,-0.0051090918749999,-0.0013988774742238,FIFA Men's World Cup
LDM,GK,ST,0.2755102765231883,15,-0.0031998979999999,-0.0008816047828259,FIFA Men's World Cup
LDM,GK,ZDM,0.0019219344048524,16,-0.0051090918749999,-9.819339452114448e-06,FIFA Men's World Cup
LDM,GK,ZOM,0.2776837969430221,6,-0.0055261466666666,-0.001534521388864,FIFA Men's World Cup
LDM,LB,CB-3,0.00455125477532,67,-0.002391351641791,-1.0883650579170826e-05,FIFA Men's World Cup
LDM,LB,GK,0.0,170,-0.0032110198823529,-0.0,FIFA Men's World Cup
LDM,LB,LB,0.0005716835198815,103,-0.0037442021359223,-2.1404986562122125e-06,FIFA Men's World Cup
LDM,LB,LCB-3,0.0052592013810205,67,-0.002391351641791,-1.2576599857013087e-05,FIFA Men's World Cup
LDM,LB,LCB-4,0.0026111279462316,103,-0.0037442021359223,-9.776590833446849e-06,FIFA Men's World Cup
LDM,LB,LDM,0.043168738290216,66,-0.0013983648484848,-6.036564617847955e-05,FIFA Men's World Cup
LDM,LB,LS,0.1163526349372134,96,-0.0021235589583333,-0.0002470816802466,FIFA Men's World Cup
LDM,LB,LW,0.0205055763413878,101,-0.003951421881188,-8.102618304173298e-05,FIFA Men's World Cup
LDM,LB,LWB,0.0,67,-0.002391351641791,-0.0,FIFA Men's World Cup
LDM,LB,LZM,0.0496991910529263,104,-0.0043613586538461,-0.0002167559969878,FIFA Men's World Cup
LDM,LB,RB,0.0934500507739323,103,-0.0037442021359223,-0.0003498958797098,FIFA Men's World Cup
LDM,LB,RCB-3,0.0516679248638527,67,-0.002391351641791,-0.0001235561769511,FIFA Men's World Cup
LDM,LB,RCB-4,0.0287552819399493,103,-0.0037442021359223,-0.0001076655880586,FIFA Men's World Cup
LDM,LB,RDM,0.169574207722523,66,-0.0013983648484848,-0.0002371266112888,FIFA Men's World Cup
LDM,LB,RS,0.3151124987901404,96,-0.0021235589583333,-0.0006691599696886,FIFA Men's World Cup
LDM,LB,RW,0.3314572158492953,101,-0.003951421881188,-0.0013097272953845,FIFA Men's World Cup
LDM,LB,RWB,0.1298167110290156,67,-0.002391351641791,-0.0003104374050511,FIFA Men's World Cup
LDM,LB,RZM,0.3013850646134513,104,-0.0043613586538461,-0.0013144483596918,FIFA Men's World Cup
LDM,LB,ST,0.1905302369351272,74,-0.0046217799999999,-0.000880588838462,FIFA Men's World Cup
LDM,LB,ZDM,0.116478379819062,104,-0.0043613586538461,-0.0005080039898098,FIFA Men's World Cup
LDM,LB,ZOM,0.2417043381694027,41,-0.0005309609756097,-0.0001283355712035,FIFA Men's World Cup
LDM,LCB-3,CB-3,0.0208951813046927,18,-0.0025552066666666,-5.3391506570959175e-05,FIFA Men's World Cup
LDM,LCB-3,GK,0.0,58,-0.0052437299999999,-0.0,FIFA Men's World Cup
LDM,LCB-3,LB,0.0,40,-0.0064535654999999,-0.0,FIFA Men's World Cup
LDM,LCB-3,LCB-3,0.0,18,-0.0025552066666666,-0.0,FIFA Men's World Cup
LDM,LCB-3,LCB-4,0.0063617044100057,40,-0.0064535654999999,-4.105567610161069e-05,FIFA Men's World Cup
LDM,LCB-3,LDM,0.0461062307556503,28,-0.0044510785714285,-0.0002052224557258,FIFA Men's World Cup
LDM,LCB-3,LS,0.1126685451444556,22,-0.0025049549999999,-0.0002822296355023,FIFA Men's World Cup
LDM,LCB-3,LW,0.0391364721023902,41,-0.0063945621951219,-0.0002502606049563,FIFA Men's World Cup
LDM,LCB-3,LWB,0.0,18,-0.0025552066666666,-0.0,FIFA Men's World Cup
LDM,LCB-3,LZM,0.0949454576826492,30,-0.0059835379999999,-0.0005681097539715,FIFA Men's World Cup
LDM,LCB-3,RB,0.0613340061436668,40,-0.0064535654999999,-0.0003958230260255,FIFA Men's World Cup
LDM,LCB-3,RCB-3,0.0025987524625896,18,-0.0025552066666666,-6.640349617425532e-06,FIFA Men's World Cup
LDM,LCB-3,RCB-4,0.042410081207125,40,-0.0064535654999999,-0.0002736962369304,FIFA Men's World Cup
LDM,LCB-3,RDM,0.1597100119878542,28,-0.0044510785714285,-0.0007108818120017,FIFA Men's World Cup
LDM,LCB-3,RS,0.2484583318019241,22,-0.0025049549999999,-0.0006223769405388,FIFA Men's World Cup
LDM,LCB-3,RW,0.1691931325671617,41,-0.0063945621951219,-0.0010819160091882,FIFA Men's World Cup
LDM,LCB-3,RWB,0.0707462135151385,19,-0.0024782105263157,-0.0001753240110301,FIFA Men's World Cup
LDM,LCB-3,RZM,0.3462100586802935,30,-0.0059835379999999,-0.0020715610420957,FIFA Men's World Cup
LDM,LCB-3,ST,0.1622017561994287,36,-0.0069174258333333,-0.0011220186185459,FIFA Men's World Cup
LDM,LCB-3,ZDM,0.12042646164777,30,-0.0059835379999999,-0.0007205763094749,FIFA Men's World Cup
LDM,LCB-3,ZOM,0.3179922680070813,22,-0.0048839113636363,-0.0015530460512682,FIFA Men's World Cup
LDM,LCB-4,CB-3,0.0,26,-0.0058763307692307,-0.0,FIFA Men's World Cup
LDM,LCB-4,GK,0.0018201087774342,117,-0.0046807663247862,-8.519503872862296e-06,FIFA Men's World Cup
LDM,LCB-4,LB,0.0203026250246473,91,-0.0043391764835164,-8.809667306060258e-05,FIFA Men's World Cup
LDM,LCB-4,LCB-3,0.0,26,-0.0058763307692307,-0.0,FIFA Men's World Cup
LDM,LCB-4,LCB-4,0.011584469034964,91,-0.0043391764835164,-5.0267055610540585e-05,FIFA Men's World Cup
LDM,LCB-4,LDM,0.0220716981470893,40,-0.0061631209999999,-0.0001360305463559,FIFA Men's World Cup
LDM,LCB-4,LS,0.1835986236635031,47,-0.0048959131914893,-0.0008988829235334,FIFA Men's World Cup
LDM,LCB-4,LW,0.027354989214282,88,-0.004752195340909,-0.0001299962522947,FIFA Men's World Cup
LDM,LCB-4,LWB,0.0,26,-0.0058763307692307,-0.0,FIFA Men's World Cup
LDM,LCB-4,LZM,0.0930522428632243,77,-0.0039107119480519,-0.0003639005179582,FIFA Men's World Cup
LDM,LCB-4,RB,0.0199511023691986,91,-0.0043391764835164,-8.65713542206563e-05,FIFA Men's World Cup
LDM,LCB-4,RCB-3,0.010949674484318,26,-0.0058763307692307,-6.43439090852591e-05,FIFA Men's World Cup
LDM,LCB-4,RCB-4,0.0127499726703415,91,-0.0043391764835164,-5.5324381576623726e-05,FIFA Men's World Cup
LDM,LCB-4,RDM,0.1622795445911619,40,-0.0061631209999999,-0.0010001484691402,FIFA Men's World Cup
LDM,LCB-4,RS,0.3415937457462585,47,-0.0048959131914893,-0.0016724133259293,FIFA Men's World Cup
LDM,LCB-4,RW,0.1544267252647263,88,-0.004752195340909,-0.0007338659643148,FIFA Men's World Cup
LDM,LCB-4,RWB,0.1266612706457149,26,-0.0058763307692307,-0.0007443035219652,FIFA Men's World Cup
LDM,LCB-4,RZM,0.2987467396478039,77,-0.0039107119480519,-0.0011683124441822,FIFA Men's World Cup
LDM,LCB-4,ST,0.2827361651917777,70,-0.0045363105714285,-0.0012825790550846,FIFA Men's World Cup
LDM,LCB-4,ZDM,0.0452148348582327,77,-0.0039107119480519,-0.0001768221949092,FIFA Men's World Cup
LDM,LCB-4,ZOM,0.3426525770536419,25,-0.0049018103999999,-0.0016796179657883,FIFA Men's World Cup
LDM,LS,CB-3,0.1327216288224956,22,0.0041035299999999,0.0005446271855219,FIFA Men's World Cup
LDM,LS,GK,0.037037037037037,81,0.0011935983950617,4.420734796524828e-05,FIFA Men's World Cup
LDM,LS,LB,0.0276330948487635,59,0.0001085391525423,2.9992726970071525e-06,FIFA Men's World Cup
LDM,LS,LCB-3,0.0175174297872603,22,0.0041035299999999,7.1883298654916e-05,FIFA Men's World Cup
LDM,LS,LCB-4,0.0736940293731874,59,0.0001085391525423,7.998687495596754e-06,FIFA Men's World Cup
LDM,LS,LDM,0.1786911408571933,35,0.0011033971428571,0.0001971672942757,FIFA Men's World Cup
LDM,LS,LS,0.0559818464184996,39,0.004554103076923,0.0002549470990263,FIFA Men's World Cup
LDM,LS,LW,0.0353413137442173,57,-9.611982456142804e-05,-3.397000876864556e-06,FIFA Men's World Cup
LDM,LS,LWB,0.0,22,0.0041035299999999,0.0,FIFA Men's World Cup
LDM,LS,LZM,0.0823324438746384,46,0.0012622297826086,0.0001039224627335,FIFA Men's World Cup
LDM,LS,RB,0.2914018663734815,59,0.0001085391525423,3.162851162543656e-05,FIFA Men's World Cup
LDM,LS,RCB-3,0.1874004358044836,22,0.0041035299999999,0.0007690033103367,FIFA Men's World Cup
LDM,LS,RCB-4,0.1472830208822637,59,0.0001085391525423,1.5985974270438024e-05,FIFA Men's World Cup
